t_day,thp_laner12,thp_earth12,thp_xu17,thp_mon_xu17,thp_tue_xu17,thp_wed_xu17,thp_thu_xu17,thp_fri_xu17,thp_sat_xu17,thp_sun_xu17,thp_mon_xu17_residential,thp_tue_xu17_residential,thp_wed_xu17_residential,thp_thu_xu17_residential,thp_fri_xu17_residential,thp_sat_xu17_residential,thp_sun_xu17_residential,thp_mon_xu17_office,thp_tue_xu17_office,thp_wed_xu17_office,thp_thu_xu17_office,thp_fri_xu17_office,thp_sat_xu17_office,thp_sun_xu17_office,thp_mon_xu17_transport,thp_tue_xu17_transport,thp_wed_xu17_transport,thp_thu_xu17_transport,thp_fri_xu17_transport,thp_sat_xu17_transport,thp_sun_xu17_transport,thp_mon_xu17_entertainment,thp_tue_xu17_entertainment,thp_wed_xu17_entertainment,thp_thu_xu17_entertainment,thp_fri_xu17_entertainment,thp_sat_xu17_entertainment,thp_sun_xu17_entertainment,thp_wkdy_trinh17_1,thp_wkdy_trinh17_2,thp_wknd_trinh17_1,thp_wknd_trinh17_2,thp_feknous14_orange_ds_fixed,thp_feknous14_orange_ds_mobile,thp_feknous14_orange_us_fixed,thp_feknous14_orange_us_mobile
0.0,0.5425335452608474,0.790259741075698,0.5062778903137816,0.41083068003281936,0.4276674038795804,0.494091814030044,0.4720400786819555,0.5004825638839365,0.612383225213485,0.6274163155904118,0.5275297558876701,0.7006272729068195,0.7004460960031568,0.639439993023196,0.5484279841628402,0.7543380888580725,0.7204026545532041,0.17788620552692574,0.17703060495641534,0.1929404250598359,0.2088223724014169,0.19925780119266465,0.52563024578632,0.5529360640011665,0.0013649998931250208,0.029206220985628518,0.045106466776757434,0.015078451620032653,0.0241415227963436,0.05610076234839707,0.3154645176990004,0.22469503861090445,0.20340615914413604,0.2032105898300472,0.2409305768249133,0.1975162552229656,0.21627755885434624,0.2397697394694004,0.5419603742967319,0.8141480998119348,0.4507334703665126,1.0,0.9201832301095614,0.7742829637028966,0.9619324436625328,0.5984466012889592
0.006944444444444444,0.5127965552118978,0.763942934133079,0.4628338143279174,0.3967175807251136,0.4000568383125502,0.4425973575503449,0.4513397649812139,0.4476245465494612,0.5864334629424772,0.6264271439154308,0.510431390974665,0.6836816933188277,0.6249645007971252,0.7008910459155956,0.528286542877516,0.7373173229870628,0.6863822376902289,0.1707580033702489,0.16718434322962025,0.1834747350603176,0.1965956347391616,0.18554872475588272,0.5023936873489099,0.5281592315294971,0.0013807794571164644,0.028171091768165693,0.04302558044172195,0.01631704179441949,0.02391288899495209,0.04383620007776929,0.2953581045267421,0.2179285084739783,0.1956323627831055,0.19438077944639529,0.2290760056219825,0.19311434414839565,0.2126563851033992,0.23047948715458985,0.518934457197871,0.7951735157520394,0.4553547849066986,0.9617444228942118,0.902919573774107,0.7395978212758549,0.945833171358866,0.5734027150867056
0.013888888888888888,0.4839801545030109,0.7361694132545002,0.4491238306976876,0.31703384370973503,0.4579631632154955,0.4599731543225595,0.3980322870164065,0.42574471573062894,0.5446243086598054,0.5478220928677502,0.4933330260616597,0.6099980013316276,0.5384007339059674,0.5491767101553439,0.5081451015921943,0.7218312409063915,0.6560024155343931,0.16362980121357204,0.1573380815028252,0.17573795524254152,0.1843688970769055,0.17183964831910253,0.4791571289114968,0.5033823990578244,0.0013965590211079085,0.02713596255070287,0.04094469410668635,0.017555631968806402,0.023684255193560617,0.03157163780713994,0.27525169135448124,0.21116197833705214,0.1878585664220749,0.1855509690627428,0.21722143441905087,0.1887124330738263,0.20903521135245168,0.22255215769717676,0.4959085400990101,0.7761989316921442,0.4599760994468846,0.9234888457884236,0.8856559174386526,0.7049126788488134,0.9297338990551991,0.5483588288844521
0.02083333333333333,0.4588461111543749,0.7056071727352853,0.4249212417120633,0.3306220347624875,0.3999229352968147,0.3857386914157174,0.3835297144652789,0.3973865837819181,0.4957862683259695,0.5378917947432525,0.4762346611486545,0.5293803128722447,0.4642805118229635,0.5162759984432831,0.4880036603068699,0.7063451588257202,0.625845488852552,0.15650159905689515,0.1474918197760301,0.16800117542476592,0.17214215941465022,0.16102108529949474,0.4559205704740836,0.4786055665861518,0.001412338585099352,0.026100833333240044,0.03886380777165088,0.01879422214319324,0.023455621392169116,0.026813708976497,0.264782708340442,0.204395448200126,0.18008477006104434,0.17672115867909086,0.20913872625828067,0.1843105219992564,0.20541403760150412,0.21462482823976364,0.4728826230001492,0.7572243476322488,0.4645974139870706,0.8852332686826354,0.8683922611031981,0.6702275364217717,0.9136346267515322,0.5233149426821985
0.027777777777777776,0.42988133036421583,0.6778466900590561,0.3908585465269948,0.3442102258152399,0.3342245115645206,0.3462953314818473,0.37442159978617773,0.3527862515905686,0.4734527988339797,0.4847946350982386,0.4591362962356493,0.4772985816692652,0.3965855938465083,0.4799901367583548,0.4678625278492221,0.6908590767450488,0.5633930604902365,0.14937339690021828,0.14088596082508165,0.1602643956069898,0.1620665326003993,0.15084959309232693,0.4331023367821844,0.4538287341144792,0.0014281181490907954,0.025065704115777226,0.03678292143661528,0.02003281231758015,0.0232269875907776,0.02946677944173756,0.26267409482911863,0.1976289180631998,0.1723109737000138,0.16789134829543834,0.20488769186820605,0.17990861092468646,0.2017928638505566,0.20669749878235055,0.4498567059012883,0.7382497635723534,0.4692187285272566,0.8469776915768472,0.8511286047677437,0.63554239399473,0.8975353544478651,0.49827105647994485
0.034722222222222224,0.3951704434117724,0.6482576939707665,0.3652018087502503,0.344147946401274,0.3224913013438518,0.3569820415616957,0.3408177285213751,0.3441030384608187,0.4770154182820473,0.4763433175454746,0.442037931322644,0.4567360059607829,0.3793344620604085,0.4066872670264622,0.4477215316925238,0.6602908126367184,0.4984734405891207,0.1422451947435414,0.13517955211221067,0.15252761578921373,0.15518520194958754,0.14067810088515909,0.4109147827334395,0.4340033148393793,0.0014438977130822395,0.024030574898314398,0.03470203510157967,0.021271402491966983,0.0229983537893861,0.032119849906978123,0.2605654813177953,0.19086238792627366,0.1645371773389832,0.16033216760605218,0.2006366574781316,0.17550669985011655,0.19817169009960908,0.1987701693249375,0.4268307888024274,0.719275179512458,0.4738400430674426,0.8087221144710591,0.8338649484322892,0.6008572515676884,0.8814360821441982,0.47322717027769123
0.04166666666666666,0.3638490853848041,0.6181990089456745,0.3399543139683284,0.2915531296478902,0.3114843866921305,0.3278414082838317,0.32947905514535136,0.3045570552980917,0.4510273810550098,0.4401754372552864,0.40353310478763,0.4361734302523005,0.3620833302743096,0.3675949160135985,0.4275805355358282,0.5419264260089053,0.4392715265026809,0.13511699258686455,0.12947314339933966,0.14479083597143813,0.14830387129877542,0.13050660867799255,0.3887272286846974,0.4151284686608576,0.001459677277073683,0.022995445680851573,0.0326211487665442,0.02250999266635389,0.022769719987994617,0.03477292037221835,0.2584568678064722,0.18409585778934748,0.15676338097795264,0.1555040759593237,0.19638562308805688,0.1711047887755472,0.19455051634866205,0.1908428398675254,0.40380487170356655,0.7003005954525627,0.4784613576076285,0.770466537365271,0.8166012920968349,0.5661721091406469,0.8653368098405313,0.4481832840754376
0.04861111111111111,0.3347874133081528,0.5850859863198752,0.3193346721165277,0.2729102186377181,0.2901344977898446,0.29638191705578226,0.29623004131139663,0.2931317748642104,0.39671256164262536,0.42855487562023503,0.3567421688345249,0.4163987289391093,0.3448321984882097,0.35506775074806257,0.3848072884892989,0.5118929300593943,0.4261257705856228,0.12798879043018768,0.12376673468646847,0.13705405615366206,0.1414225406479633,0.1203351164708247,0.36653967463595255,0.3962536224823335,0.0014754568410651268,0.02196031646338872,0.030540262431508588,0.02374858284074081,0.022524661553703976,0.037425990837458914,0.25634825429514885,0.17732932765242135,0.14860815591014115,0.15067598431259496,0.19213458869798214,0.16670287770097728,0.19092934259771446,0.18377742998237293,0.3807789546047056,0.6813260113926674,0.4503555887382203,0.7309006265585455,0.7990730911563784,0.5314869667136053,0.8492375375368645,0.4231393978731841
0.05555555555555555,0.30915248787190625,0.5519233010031812,0.3010790407089465,0.26143156453411753,0.2801323449248659,0.2877150907791767,0.2856348875010145,0.28067639345260603,0.3617911366187869,0.3899009185801183,0.312181960453735,0.39725342959431537,0.3288141340149136,0.3425405854825275,0.3397616808088996,0.3780663072262164,0.4129800146685647,0.12086058827351083,0.11806032597359745,0.12931727633588644,0.13454120999715158,0.11016362426365683,0.3443521205872077,0.3773787763038094,0.0014912364050565705,0.021394869820385604,0.02845937609647312,0.02498717301512765,0.022010741480332448,0.04007906130269948,0.25423964078382555,0.17056279751549516,0.1403381752257119,0.14584789266586648,0.1878835543079078,0.16230096662640736,0.187308168846767,0.17697767043721466,0.3575255800741459,0.6622052118107106,0.41869814624952895,0.6897558880441732,0.7569691941039457,0.4967902557091049,0.8331382652331976,0.39809551167093044
0.0625,0.28437424909576103,0.517904380633244,0.28559237157754463,0.2452644820054757,0.2719237984049381,0.25216799558399833,0.2750397336906317,0.2574742854945678,0.3595778554362428,0.3751956260383088,0.2886967700519439,0.3781081302495216,0.3148223759896843,0.3300134202169916,0.2947160731285004,0.3645272053930593,0.3998342587515066,0.11373238611683395,0.11235391726072648,0.12158049651811033,0.12765987934633946,0.1036237404396236,0.3221645665384628,0.35850393012528525,0.0015070159690480144,0.02153952384168898,0.026378489761437512,0.026225763189514563,0.021496821406960912,0.04273213176794004,0.2521310272725021,0.163796267378569,0.13206819454128266,0.14101980101913775,0.18363251991783308,0.15628572536450214,0.18368699509581948,0.17017791089205636,0.3345509638207018,0.6405493133960194,0.3855175789058651,0.64744191207337,0.7240113047362601,0.4618970896595847,0.8152566309590379,0.3729220075401411
